15573.5	29
15573.5	20
15573.5	38
15573.5	36
15573.5	14
15573.6	26
15573.6	8
15573.6	39
15573.6	30
15573.6	19
15573.6	25
15573.6	16
15573.7	3
15573.7	37
15573.7	35
15573.7	8
15573.7	24
15573.7	19
15573.7	8
15573.8	29
15573.8	32
15573.8	46
15573.8	15
15573.8	26
15573.8	44
15573.8	18
15573.9	33
15573.9	15
15573.9	27
15573.9	30
15573.9	27
15573.9	32
15573.9	41
15574	17
15574	7
15574	27
15574	20
15574	32
15574	42
15574	23
15574.1	35
15574.1	14
15574.1	32
15574.1	41
15574.1	45
15574.1	21
15574.2	37
15574.2	54
15574.2	28
15574.2	12
15574.2	38
15574.2	44
15574.2	31
15574.3	24
15574.3	20
15574.3	25
15574.3	0
15574.3	37
15574.3	46
15574.3	36
15574.4	14
15574.4	40
15574.4	20
15574.4	15
15574.4	24
15574.4	5
15574.4	20
15574.5	10
15574.5	35
15574.5	24
15574.5	38
15574.5	2
15574.5	19
15574.5	7
15574.6	32
15574.6	37
15574.6	23
15574.6	21
15574.6	7
15574.6	22
15574.6	36
15574.7	31
15574.7	20
15574.7	9
15574.7	23
15574.7	38
15574.7	11
15574.7	10
15574.8	32
15574.8	29
15574.8	37
15574.8	27
15574.8	31
15574.8	46
15574.8	8
15574.9	10
15574.9	41
15574.9	37
15574.9	31
15574.9	26
15574.9	9
15574.9	30
15575	26
15575	31
15575	21
15575	18
15575	19
15575	21
15575	13
15575.1	22
15575.1	37
15575.1	1
15575.1	44
15575.1	48
15575.1	37
15575.1	20
15575.2	0
15575.2	30
15575.2	36
15575.2	18
15575.2	22
15575.2	32
15575.2	19
15575.3	30
15575.3	39
15575.3	45
15575.3	32
15575.3	23
15575.3	23
15575.3	35
15575.4	8
15575.4	46
15575.4	27
15575.4	31
15575.4	41
15575.4	38
15575.4	35
15575.5	27
15575.5	27
15575.5	48
15575.5	27
15575.5	29
15575.5	19
15575.5	27
15575.6	18
15575.6	35
15575.6	44
15575.6	37
15575.6	25
15575.6	7
15575.6	41
15575.7	40
15575.7	60
15575.7	30
15575.7	43
15575.7	40
15575.7	48
15575.7	30
15575.8	43
15575.8	41
15575.8	22
15575.8	24
15575.8	43
15575.8	37
15575.8	28
15575.9	39
15575.9	20
15575.9	39
15575.9	44
15575.9	44
15575.9	21
15575.9	28
15576	43
15576	46
15576	52
15576	32
15576	24
15576	35
15576	37
15576	42
15576.1	48
15576.1	38
15576.1	19
15576.1	32
15576.1	49
15576.1	56
15576.1	19
15576.2	31
15576.2	34
15576.2	28
15576.2	44
15576.2	47
15576.2	33
15576.2	31
15576.3	40
15576.3	28
15576.3	35
15576.3	40
15576.3	29
15576.3	40
15576.3	54
15576.4	37
15576.4	36
15576.4	36
15576.4	42
15576.4	35
15576.4	44
15576.4	48
15576.5	28
15576.5	37
15576.5	45
15576.5	40
15576.5	28
15576.5	38
15576.5	34
15576.6	36
15576.6	40
15576.6	38
15576.6	55
15576.6	43
15576.6	18
15576.6	48
15576.7	37
15576.7	39
15576.7	27
15576.7	49
15576.7	32
15576.7	36
15576.7	23
15576.8	41
15576.8	32
15576.8	34
15576.8	46
15576.8	47
15576.8	42
15576.8	32
15576.9	37
15576.9	35
15576.9	37
15576.9	51
15576.9	52
15576.9	32
15576.9	15
15577	44
15577	41
15577	18
15577	44
15577	51
15577	28
15577	44
15577	45
15577.1	38
15577.1	27
15577.1	34
15577.1	40
15577.1	48
15577.1	39
15577.1	33
15577.2	29
15577.2	46
15577.2	42
15577.2	29
15577.2	52
15577.2	26
15577.2	23
15577.3	47
15577.3	50
15577.3	42
15577.3	27
15577.3	49
15577.3	37
15577.3	27
15577.4	49
15577.4	49
15577.4	32
15577.4	24
15577.4	33
15577.4	24
15577.4	50
15577.5	22
15577.5	50
15577.5	30
15577.5	28
15577.5	35
15577.5	41
15577.5	35
15577.6	41
15577.6	56
15577.6	39
15577.6	42
15577.6	31
15577.6	44
15577.6	48
15577.7	39
15577.7	31
15577.7	27
15577.7	28
15577.7	26
15577.7	51
15577.7	31
15577.7	37
15577.8	32
15577.8	29
15577.8	51
15577.8	45
15577.8	58
15577.8	28
15577.8	28
15577.9	33
15577.9	54
15577.9	31
15577.9	56
15577.9	16
15577.9	24
15577.9	33
15578	35
15578	32
15578	32
15578	36
15578	34
15578	43
15578	40
15578.1	56
15578.1	24
15578.1	37
15578.1	29
15578.1	42
15578.1	40
15578.1	40
15578.2	38
15578.2	40
15578.2	29
15578.2	56
15578.2	58
15578.2	41
15578.2	36
15578.2	38
15578.3	40
15578.3	47
15578.3	34
15578.3	40
15578.3	21
15578.3	48
15578.3	51
15578.4	53
15578.4	48
15578.4	18
15578.4	50
15578.4	45
15578.4	46
15578.4	34
15578.5	27
15578.5	15
15578.5	50
15578.5	45
15578.5	33
15578.5	35
15578.5	27
15578.6	43
15578.6	62
15578.6	40
15578.6	7
15578.6	51
15578.6	49
15578.6	49
15578.7	32
15578.7	35
15578.7	39
15578.7	34
15578.7	44
15578.7	42
15578.7	35
15578.7	39
15578.8	45
15578.8	34
15578.8	43
15578.8	37
15578.8	33
15578.8	22
15578.8	29
15578.9	49
15578.9	34
15578.9	44
15578.9	43
15578.9	54
15578.9	38
15578.9	49
15579	32
15579	65
15579	33
15579	25
15579	56
15579	42
15579	54
15579	48
15579.1	16
15579.1	38
15579.1	51
15579.1	47
15579.1	44
15579.1	34
15579.1	19
15579.2	35
15579.2	27
15579.2	54
15579.2	57
15579.2	39
15579.2	45
15579.2	53
15579.3	49
15579.3	32
15579.3	35
15579.3	42
15579.3	50
15579.3	36
15579.3	60
15579.4	39
15579.4	37
15579.4	51
15579.4	40
15579.4	36
15579.4	41
15579.4	50
15579.4	35
15579.5	52
15579.5	42
15579.5	42
15579.5	37
15579.5	23
15579.5	48
15579.5	27
15579.6	41
15579.6	46
15579.6	9
15579.6	8
15579.6	57
15579.6	36
15579.6	45
15579.7	46
15579.7	30
15579.7	40
15579.7	44
15579.7	42
15579.7	41
15579.7	49
15579.7	32
15579.8	42
15579.8	51
15579.8	46
15579.8	38
15579.8	38
15579.8	37
15579.8	33
15579.9	45
15579.9	37
15579.9	45
15579.9	38
15579.9	20
15579.9	58
15579.9	42
15580	24
15580	21
15580	58
15580	49
15580	43
15580	38
15580	46
15580	25
15580.1	44
15580.1	49
15580.1	37
15580.1	27
15580.1	38
15580.1	44
15580.1	32
15580.2	32
15580.2	31
15580.2	55
15580.2	52
15580.2	54
15580.2	52
15580.2	31
15580.3	35
15580.3	36
15580.3	35
15580.3	42
15580.3	49
15580.3	47
15580.3	8
15580.3	21
15580.4	41
15580.4	48
15580.4	39
15580.4	24
15580.4	44
15580.4	50
15580.4	48
15580.5	57
15580.5	60
15580.5	24
15580.5	47
15580.5	42
15580.5	44
15580.5	44
15580.6	46
15580.6	31
15580.6	35
15580.6	62
15580.6	46
15580.6	47
15580.6	29
15580.6	47
15580.7	25
15580.7	39
15580.7	41
15580.7	50
15580.7	51
15580.7	54
15580.7	55
15580.8	38
15580.8	37
15580.8	27
15580.8	37
15580.8	53
15580.8	35
15580.8	56
15580.8	47
15580.9	36
15580.9	44
15580.9	35
15580.9	30
15580.9	43
15580.9	12
15580.9	42
15581	29
15581	37
15581	45
15581	40
15581	55
15581	60
15581	46
15581.1	30
15581.1	48
15581.1	11
15581.1	32
15581.1	35
15581.1	43
15581.1	34
15581.1	41
15581.2	52
15581.2	51
15581.2	35
15581.2	33
15581.2	24
15581.2	32
15581.2	51
15581.3	25
15581.3	38
15581.3	40
15581.3	46
15581.3	37
15581.3	46
15581.3	53
15581.3	50
15581.4	51
15581.4	6
15581.4	25
15581.4	48
15581.4	51
15581.4	37
15581.4	37
15581.5	24
15581.5	38
15581.5	37
15581.5	54
15581.5	40
15581.5	28
15581.5	49
15581.5	58
15581.6	29
15581.6	28
15581.6	16
15581.6	52
15581.6	45
15581.6	40
15581.6	48
15581.7	26
15581.7	40
15581.7	16
15581.7	36
15581.7	42
15581.7	35
15581.7	22
15581.7	40
15581.8	44
15581.8	51
15581.8	33
15581.8	41
15581.8	46
15581.8	44
15581.8	37
15581.9	46
15581.9	38
15581.9	41
15581.9	38
15581.9	50
15581.9	39
15581.9	51
15581.9	40
15582	47
15582	39
15582	25
15582	49
15582	40
15582	17
15582	45
15582.1	32
15582.1	58
15582.1	42
15582.1	34
15582.1	46
15582.1	46
15582.1	47
15582.1	35
15582.2	33
15582.2	7
15582.2	47
15582.2	35
15582.2	45
15582.2	42
15582.2	41
15582.3	31
15582.3	27
15582.3	30
15582.3	37
15582.3	28
15582.3	55
15582.3	39
15582.3	43
15582.4	36
15582.4	16
15582.4	25
15582.4	51
15582.4	39
15582.4	50
15582.4	26
15582.5	36
15582.5	47
15582.5	23
15582.5	29
15582.5	41
15582.5	38
15582.5	41
15582.5	33
15582.6	42
15582.6	40
15582.6	61
15582.6	52
15582.6	22
15582.6	33
15582.6	28
15582.7	32
15582.7	40
15582.7	33
15582.7	44
15582.7	44
15582.7	28
15582.7	58
15582.7	36
15582.8	30
15582.8	50
15582.8	34
15582.8	37
15582.8	46
15582.8	47
15582.8	35
15582.9	35
15582.9	30
15582.9	31
15582.9	41
15582.9	53
15582.9	39
15582.9	55
15582.9	53
15583	34
15583	42
15583	35
15583	47
15583	46
15583	41
15583	39
15583.1	37
15583.1	35
15583.1	21
15583.1	36
15583.1	39
15583.1	38
15583.1	45
15583.1	30
15583.2	30
15583.2	23
15583.2	41
15583.2	40
15583.2	35
15583.2	33
15583.2	39
15583.2	50
15583.3	18
15583.3	33
15583.3	42
15583.3	51
15583.3	65
15583.3	23
15583.3	32
15583.4	33
15583.4	37
15583.4	50
15583.4	31
15583.4	28
15583.4	26
15583.4	22
15583.4	35
15583.5	53
15583.5	20
15583.5	33
15583.5	31
15583.5	35
15583.5	40
15583.5	42
15583.6	36
15583.6	49
15583.6	47
15583.6	58
15583.6	47
15583.6	30
15583.6	60
15583.6	35
15583.7	25
15583.7	37
15583.7	53
15583.7	42
15583.7	27
15583.7	30
15583.7	48
15583.7	40
15583.8	29
15583.8	29
15583.8	33
15583.8	36
15583.8	34
15583.8	42
15583.8	28
15583.9	38
15583.9	34
15583.9	45
15583.9	33
15583.9	38
15583.9	37
15583.9	47
15583.9	24
15584	22
15584	13
15584	36
15584	61
15584	36
15584	37
15584	32
15584	36
15584.1	50
15584.1	46
15584.1	46
15584.1	44
15584.1	36
15584.1	27
15584.1	39
15584.2	51
15584.2	18
15584.2	40
15584.2	47
15584.2	11
15584.2	37
15584.2	45
15584.2	44
15584.3	41
15584.3	31
15584.3	32
15584.3	38
15584.3	54
15584.3	34
15584.3	23
15584.3	24
15584.4	41
15584.4	37
15584.4	29
15584.4	13
15584.4	30
15584.4	56
15584.4	32
15584.5	38
15584.5	40
15584.5	55
15584.5	14
15584.5	42
15584.5	33
15584.5	32
