45.6541	1216
47.4971	1374
49.3419	1255
51.1863	1324
53.0304	1566
54.8741	1622
56.7174	1845
58.5582	2147
60.4008	2596
62.2431	3411
64.085	4019
65.9265	3342
67.7655	3407
69.6063	3770
71.4468	4231
73.2868	4177
75.1244	4579
76.9638	4419
78.8028	4651
80.6414	4279
82.4775	3946
84.3155	4155
86.153	4673
87.9881	4641
89.8249	4141
91.6613	4195
93.4974	4451
95.3311	4950
97.1664	4630
99.0015	4606
100.834	4313
102.668	4625
104.502	4487
106.334	4441
108.167	4835
109.998	5358
111.83	5186
113.662	4749
115.492	4570
117.323	4611
119.154	4713
120.983	4531
122.813	4114
124.641	3867
126.471	3917
128.298	3512
130.127	3441
131.955	3417
133.782	3497
135.609	3608
137.435	3406
139.262	3542
141.087	3792
142.913	3864
144.737	3754
146.563	3803
148.386	3825
150.211	3902
152.033	3824
153.858	3689
155.679	3631
157.503	3674
159.324	3687
161.147	3538
162.967	3574
164.787	3565
166.609	3549
168.428	3429
170.249	3421
172.068	3491
173.888	3450
175.706	3470
177.524	3508
179.343	3556
181.16	3555
182.976	3561
184.794	3535
186.61	3608
188.428	3722
190.243	3759
192.057	3636
193.874	3595
195.688	3566
197.501	3485
199.317	3561
201.13	3446
202.942	3419
204.754	3477
206.568	3396
208.38	3308
210.191	3275
212.004	3349
213.814	3376
215.624	3364
217.434	3320
219.246	3277
221.055	3326
222.863	3390
224.672	3432
226.48	3388
228.289	3528
230.097	3623
231.903	3743
233.71	3858
235.516	3946
237.324	3942
239.13	3841
240.935	3707
242.74	3653
244.544	3579
246.348	3529
248.154	3476
249.957	3549
251.76	3498
253.563	3559
255.365	3464
257.167	3430
258.969	3498
260.77	3545
262.571	3509
264.372	3658
266.174	3605
267.974	3597
269.774	3584
271.573	3644
273.372	3633
275.17	3678
276.968	3538
278.766	3556
280.564	3614
282.361	3584
284.157	3669
285.954	3601
287.75	3666
289.546	3577
291.341	3644
293.136	3728
294.931	3690
296.725	3651
298.519	3726
300.312	3722
302.106	3692
303.897	3779
305.689	3595
307.481	3711
309.273	3693
311.065	3706
312.856	3651
314.647	3829
316.437	3713
318.227	3734
320.017	3755
321.804	3881
323.594	3858
325.382	3860
327.171	3953
328.959	4019
330.746	4174
332.532	4245
334.319	4404
336.105	4548
337.892	4865
339.678	4947
341.461	4920
343.247	4882
345.032	4842
346.816	4616
348.6	4409
350.382	4258
352.166	4039
353.949	3867
355.73	3852
357.512	3786
359.294	3701
361.076	3631
362.856	3635
364.637	3620
366.418	3491
368.196	3542
369.976	3601
371.756	3531
373.533	3472
375.312	3489
377.091	3579
378.867	3532
380.646	3463
382.423	3564
384.199	3506
385.976	3479
387.752	3408
389.526	3511
391.302	3408
393.076	3417
394.851	3397
396.624	3366
398.399	3425
400.173	3352
401.945	3366
403.719	3370
405.49	3411
407.263	3358
409.033	3386
410.805	3315
412.575	3349
414.347	3383
416.116	3335
417.887	3359
419.655	3433
421.426	3476
423.193	3361
424.963	3335
426.73	3403
428.499	3414
430.265	3448
432.033	3442
433.799	3389
435.564	3509
437.332	3403
439.096	3478
440.863	3547
442.627	3584
444.39	3624
446.156	3663
447.919	4279
449.684	4163
451.446	3668
453.208	3678
454.972	3707
456.733	3653
458.494	3757
460.257	3772
462.017	3717
463.777	3757
465.539	3676
467.298	3700
469.057	3744
470.818	3778
472.576	3740
474.334	3834
476.091	3778
477.851	3788
479.608	3873
481.364	3824
483.121	3933
484.879	3971
486.634	3896
488.389	3980
490.144	3996
491.899	4054
493.655	3983
495.409	4090
497.163	4020
498.916	4100
500.669	4171
502.423	4099
504.176	4103
505.927	4166
507.679	4142
509.43	4057
511.181	4059
512.932	4013
514.682	3927
516.434	4027
518.183	3864
519.932	4045
521.681	4158
523.43	4189
525.178	4023
526.926	3982
528.673	3928
530.421	3965
532.167	3848
533.914	3933
535.66	3941
537.406	3984
539.152	3858
540.897	3932
542.642	3976
544.386	3946
546.13	3962
547.874	3889
549.618	3962
551.361	3948
553.104	3917
554.846	4043
556.588	4038
558.33	4085
